Name,Comment,Time,Likes
iBOXR,@8BitGamer4life Uniqlo is next to go in my opinion. There style is similar to gap. And their prices are all over the place.,2020-10-23T18:26:19Z,0
8BitGamer4life,Get rid of discount. Price lower like Uniqlo and H&M and Zara. People go there because the base price is lower then competition and no giant logo.,2020-09-13T02:01:30Z,2
Lisa Simpson Rules,"@Lechiffresix six I would not say ""caucasian hands"". I would just say ""whoever does the clothes, pay them decent wages"".",2019-11-23T06:51:39Z,2
"Hasan, Ayaan, Papa",I want something low key and not free advertising on clothing,2019-11-13T22:47:28Z,2
1911beauty,"That day is over. The gap was a part of my day. Gap was aboit enduring preppy casual style. That customer is gone. Computers, cell phones, the exceptance of hip hop culture into the mainstream, and the destruction of the middle class. Style in this country is a 20th century model. Now girls go to the club in tacky body contact dresses, covering nasty fat rolls, large whale asses, and nasty weave. Gap needs to close it's doors, or just the doors outside of richer conservative areas. It had a great run",2019-11-03T01:46:35Z,2
KIM JOHNSON,"I think ""arguing"" with strangers on the internet is a very productive use of time.",2019-10-31T12:51:51Z,2
Tsundere Child,Michaels does this as well,2019-10-08T04:51:08Z,1
Lechiffresix six,"Hit The Road local production from sourcing to sales is exactly what i meant and they know it. They were ticked off by the word caucasian  SMH!. This country is mostly caucasian, this is majority that would be tasked to produce those goods manually and those don't need to have the cachet of ""premium quality"". 
It is very bizarre to live in a country where all the goods are imported, even our food.",2019-10-07T19:27:26Z,0
R A,Like Kohl's lmao,2019-09-22T07:47:28Z,0
sparkle sparkles,@Lechiffresix six you dropped out of highschool?,2019-09-17T20:59:51Z,5
Dichotomy & Balance,Yes! And even then I'm not sure the quality warrants the 40% off price. Their quality has been dropping lower than J.Crew Factory.,2019-05-11T14:35:38Z,2
Dichotomy & Balance,Yes!,2019-05-11T14:34:41Z,0
ezde711,"Kohl's does the same gimmicky thing, where they circle a huge arbitrary number on your receipt to show you how much you ""saved.""   But, the problem for them is that I never would have shopped there if those were realistic prices to begin with.  I know what I want to spend before I go in, if they can't get the price of the item down to that number for me, I'll go somewhere else. I expect to get a pair of jeans that are comfortable, fit my style, have quality  construction, and are fairly durable for about $25 or less.  And that's what I got.  However, according to them the retail price of those jeans was supposed to be near $60.",2019-04-29T13:21:13Z,1
Hizboo,@Koolkid $10 to make and you sell it for 60 OK that's how you make money in business That's how Gap got rich and their stuff is quality okay sick and tired of these new brand forever 21 forever cheap boohoo forever cheap h&m is okay these new cheap high style clothing are pushing quality out,2019-04-21T19:39:51Z,3
Sai Klaharn,This is why I ban Gap and all of their bands,2019-04-10T19:42:07Z,1
Bryn Perry,"@Lechiffresix six Sweetie, it was the Caucasians that made all of these horrible decisions which have resulted in the company failing. Don't bring race into this because your revisionist history will get busted.",2019-03-28T22:12:35Z,22
Sierra Lamb,"Every time i go in, could be months or a year apart I always saw 40% off lol",2019-03-27T04:12:17Z,1
Genxtasy 99,lol. I walked in one yesterday and they have this currently. and apparently most stores here in Canada are closing. some nice jeans but damn way expensive.  I buy my stuff at H and M,2019-03-22T14:47:36Z,1
Koolkid,"I work at Gap in the UK. Quality is meh and they price a dress for £59 when it actually costs £10 to produce. Also without ""discounts"", we would shut down the next day. We can't sell anything at full price because customers are at least smart enough not to pay at that price",2019-03-22T04:34:26Z,3
cathartic reverie,"@Lechiffresix six 
found the racist",2019-03-21T06:34:13Z,24
I know me Who are you?,"Dang, i never realized.",2019-03-20T16:02:50Z,0
Natatata,"Amen.  In Canada, Gap dresses are usually $69.95 or higher.  The quality to me is indistinguishable from Old Navy, but Old Navy is half the price.  The constant 40% off sale brings the rip off price down...strange business model.",2019-03-19T00:33:37Z,8
KN Byam,40 percent after they done marked up the price.,2019-03-18T08:50:19Z,0
Lechiffresix six,"@Dreamer818 um babes that's not even my point, y'all will eventually get it. and NO my phone is a Lanix. Look it up. I know what I am buying.",2019-03-16T20:31:19Z,2
Dreamer818,Lechiffresix six So Asian hands are not good for you? Where is your cell phone made? Lol,2019-03-16T20:17:42Z,51
Lechiffresix six,"@peace sweety pie, this is a conversation for adults. Go play with your toys.",2019-03-16T16:13:31Z,3
peace,Lechiffresix six Caucasian hands don’t wanna make you clothes.,2019-03-16T15:37:35Z,69
Lechiffresix six,"@J B no i did not, you know what the problem is .",2019-03-16T12:23:56Z,1
J B,Lechiffresix six Caucasian hands?  You lost me there.,2019-03-16T12:04:08Z,104
Lechiffresix six,@J B and its a foreign sweatshop material. i like  my clothes made here in this country and uh.... not from cheap labour. we'll appreciate clothes more if these were made by caucasian hands.,2019-03-16T11:57:36Z,10
J B,Yup.  Seemed like a deal at first until you realized 40% off became the norm.  Then Banana Republic started doing the same thing.  That’s when I knew it was over.,2019-03-16T05:20:08Z,103
peace,They sell items at a high price way over their original and have a constant 40% off coupon code to lower the price to a “cheaper” amount. When in reality it’s real price was the amount with the coupon but by listing it at a high price the consumer thinks they’re getting one  heck of a deal by using 40% off when in reality it’s actually not a good deal,2019-03-16T04:45:51Z,244
Jackie White,?,2019-03-15T19:24:19Z,3
Neck Pepe,"*amazong singing*
Another one bites the dust!",2019-03-14T22:27:19Z,2
Abdillah Setiono,GAP should hire Cambridge Analytica to being relevant these days.,2019-03-14T22:22:48Z,0
Pivotal Film TV Scenes,Always trash,2019-03-14T22:11:07Z,0
Ducis,"what I found most interesting was the context of Gap—the generational gap between the Baby Boomers and the generation before it. It’s funny how they were considered liberal when they were still young, but now are known for being largely conservative. huh.",2019-03-14T22:09:48Z,1
lurkerofthenight xx,"Indeed....now these boomers seem disgusted at the liberal attitudes of the millenials, acting as if they have never been teenagers. >.>",2019-03-15T10:19:26Z,1
elenapelayo1,Exactly what I was thinking!,2019-03-14T22:41:05Z,0
Carlo Jones,"A big GAP in what i was willing to spend
Goodbye🔥",2019-03-14T21:54:20Z,1
Markey Boi,"All these stores are in my area, but I've only been to old navy and gap (not banana republic) and even then I've only been to the gap once (and bought nothing) and old navy a few times (and again bought nothing). The clothes are ugly and overpriced. I'm a millennial (or gen z depending on your definition), and I know 0 millennials and gen z who shop at any of those stores.",2019-03-14T21:49:59Z,2
12InchesUnBuffed,"agreed, ive only bought a pair of jeans in Gap and that was when I was in high school 12 yrs ago lmao",2019-03-15T03:46:50Z,0
ikfengmusik,They should look at how uniqlo operates their business.,2019-03-14T21:44:39Z,0
Mars,I literally just wore Gap 2 days ago.....,2019-03-14T21:30:43Z,5
rm brooklyn,It would be so easy to turn Banana Republic around. Gap has no idea how to do affordable up-market.,2019-03-14T21:28:25Z,0
rm brooklyn,Gap has no idea what upmarket is.,2019-03-14T21:29:13Z,1
Mitchell Chapman,Sucks that you guys are basically using that same sort of video idea as company man.,2019-03-14T21:19:34Z,5
Ink Bold,"tommy aronson yup, so annoying.",2019-03-15T13:24:26Z,1
debra mulis,They honestly do it way better though,2019-03-15T02:15:57Z,0
Taga Way,"But even before him other channels were doing the same.
It's just that CM sounds relatable so we feel defensive as fan, but in reality, he didn't invent the concept.
Cheers.♡",2019-03-15T00:23:26Z,3
Anthøny Salazar,"The Rise and Fall of CNBC(against RT)....🤣 just kidding, by the way RT is amazing and on time news",2019-03-14T20:54:33Z,1
Voltaire Lozada,"""Be better than the gap.""",2019-03-14T20:33:08Z,0
Aaron Liu,"I've never once shopped at any of their brand stores even though I see them all over the place. I used to wonder who the hell even shopped there, until I had a baby and all my aunts/uncles and my parents' friends gave us baby clothes from their stores as gifts and answered that question for me.",2019-03-14T20:32:53Z,0
Aaron Liu,@Ikee Kaii I've never felt more cool in my life than every time I didn't shop at The Gap,2019-03-15T15:55:22Z,0
Ikee Kaii,You must feel so cool,2019-03-15T07:37:52Z,0
De Cnijf Kris,"i  was a couple of years ago in a GAP in NYC. Nice and fine shop with competitive range of clothing. Especially sales people were very very friendly and helpful. We don't have GAP in Belgium but I think it can compete with H&M. Anyways I think GAP quality is better than that of H&M.  The cities of Bruges, Antwerp, Brussels and Liege could use a GAP. I also like the Old Navy brand even if  I have never been in such a shop.",2019-03-14T20:27:34Z,0
Pedro,"""Separate into 2 separate companies""...",2019-03-14T20:20:11Z,0
Will Kalili,"Banana Republic quality is so low these days. The store always has to offer huge discounts to move products. It's a parody of ""luxury""",2019-03-14T20:19:00Z,466
Brian L,i never liked their stuff.,2019-10-29T02:08:38Z,0
Le Huy-Anh,"The *American suburban experience* has always been a *parody of ""luxury"":* 
with Costco, GAP, and the like *catering to trailer trash* who try *to be ""fancy"".*",2019-10-26T05:36:04Z,2
comment,"I was turned off the very first time i walked into a Banana Republic a long time go and rarely went back if ever. Maybe bought one item there if that. The atmosphere was so pretentious, and that's annoying when you don't see any difference in quality. It was kind of odd. A kind of dark labyrinth they were trying to create, but it has no relation to the product they're selling. Marketing people need to come down off their trees and stop insulting people's intelligence. Not everyone is stupid.",2019-10-13T02:24:21Z,0
Cameron Baudelaire,I work for the BR brand and the quality took a MAJOR decline after 2016. That when we had our last creative director for the brand and went to a creative design team...which is apparently filled with idiots. Because they repeat patterns that did not sell and the amount of ruffles I have seen make me want to retch. Hopefully soon we can get back to the glory days but...I’m doubtful.,2019-09-28T03:53:55Z,2
B J,You probably went to Banana Republic Factory. BR factory sells different clothes. Its more budget oriented. Just like J crew factory and J Crew sells different clothes. J Crew and Banana Republic still makes decent clothes. Not cheap clothes from Factory stores.,2019-07-28T08:21:26Z,1
Noel Campos,"BR quality has changed...dress shirts are not aligned, crooked seems, material is not up to par and over priced for the quality. 

The suits are not good. Sweaters are still nice but price is not. The shoes are poor quality and not worth their prices. 

Miss early BR.",2019-07-05T22:44:42Z,3
Ingrid Dubbel,They used to have great clothing. I still have several classic outfits I bought decades ago that are still in fabulous condition.,2019-04-02T22:06:19Z,0
Koolkid,"I work at Gap in the UK. Quality is meh and they price a dress for £69 when it actually costs £10 to produce. Also without ""discounts"", we would shut down the next day. We can't sell anything at full price because customers are at least smart enough not to pay at that price Gap of course still makes it seem like it is a steal when it is not.

Also, another reason that they are failing is that they don't really care about the Teen market so you are correct",2019-03-22T04:39:23Z,5
Iquey,"The way my mom got around all that nonsense was using the gap Visa card to earn points on groceries purchases. This way she earned points, and then got gift card notes for the store. Then she would use the gift card notes to basically get clothes for free. It's a funny way to use credit to your advantage, if you actually like the clothes. However! She has been considering cancelling her gap card and moved on to the coscto Citibank credit card, to use for gas and groceries, and use the points more towards gas and groceries, because she has plenty of clothes now at 55ish years old.",2019-03-18T22:50:41Z,2
Rspen,"I have never thought of BR as luxury. I felt that it was more geared towards work and weddings unlike GAP and Old Navy. I also think that the quality was comparable to GAP. I shopped in BR for my work clothes and GAP and ON for my weekend casual apparel. Of course, this is just my take on it.",2019-03-16T17:11:23Z,4
Robert,$4 shorts? You can't get quality for 4 bucks. I rather have fewer clothes that are quality that a bunch of cheap crap,2019-03-16T04:06:19Z,1
Antonio T.,"Yeah, I've noticed their style has reverted to cater more to older ppl.  They went back to the boxier fit. I'm buying from Express more nowadays bc they have the best fitting off rack suits. The material is lower quality as Express doesn't really do wool, but it's good enough for everyday work use. I only need one wool suit",2019-03-16T02:57:49Z,9
Creator Я,"Wow those are great prices, thank God for slavery",2019-03-15T14:01:05Z,13
Clown World Resident,"Will Kalili I got like 4 pairs of shorts for $4 each, cheap enough to use them as rags if needed",2019-03-15T07:08:38Z,5
JJ,"The last I wore something from the gap was in 2007, when my sister bought me a shift from there.  Never again have I work something from gap",2019-03-14T20:15:25Z,0
Michael Taylor,"I'm probably one of the few people that hasn't used GAP, Old Navy and Banana Republic clothes. It's always looked cheap IMO.",2019-03-14T20:10:29Z,2
N2UPROD,The split is so they can future do a bankruptcy and able to keep old navy and all its profits,2019-03-14T20:10:25Z,0
Sha Sha,There is no middle anymore.,2019-03-14T20:09:44Z,44
Le Huy-Anh,There never was ... just a clueless bourgeois fantasy.,2019-10-30T03:12:50Z,0
Fernando Avila,I think Gap can be saved because of its brand recognition. Banana Republic itself has struggled with its own image since it first started as a surplus safari brand then did a complete 180 and shifted to upscale business attire. Gap is reluctant to shift from preppy clothing to today's trends. Banana Republic has potential but its not being tapped into. I think both brands need to be reworked. TODAY'S consumers don't really care for old trends such as preppy- just look at all the big preppy brands- they're struggling.,2019-03-14T20:08:19Z,31
RGS XYZ,"Gap quality and cut really tanked from 2010 on.  I don't know what initiated the change, but ""French fly"" (double button khakis), isn't why people go to the gap, that's why men go to Brook Brothers.",2019-03-16T01:53:16Z,4
Katherine Harrington,"As a teen, the Gap has brand recognition, but people only see Gap as the sweatshirts with the big lettering. If they want to capture a younger market, they desperately need to lose that association.",2019-03-14T20:07:05Z,1351
epicman123,"I'm 11 and I use their t-shirts alot. I have Gap original, Gap athletic, gap classic, etc. They're comfortable, nice looking, really everything.",2022-12-17T05:03:57Z,0
Kat Sparkles,"Exactly no one wants a giant brand label slapped on everything, customers are NOT walking billboards",2019-12-04T15:12:33Z,2
sofia Alexander,Gap is for lazy Karen's,2019-12-03T22:30:48Z,2
Just Adjustor,"Gap to me equaled khakis and what super white people wore to luncheons, brunches, boardwalks, lakes, and golf courses 😆😁.",2019-09-28T14:55:54Z,5
Rachel C,"@Katherine Harrington I don't think that's what most people think of when they think Gap. I think classic, plain clothes at a price that's too high for me so I go elsewhere to get that look.",2019-06-11T15:55:33Z,2
Aria Love Tarot,"Also Gap doesn’t aim to capture a younger market I don’t think. Their clothing is more so for men and women 25-65 range. Not including baby gap. Also the styles Gap offers aren’t necessarily “ trendy” and it seems fast fashion is the thing now. I just think people associate gap as mainly business casual. I think that’s the issue , along with the fact it is a little over priced for the average middle class consumer. .",2019-05-06T15:53:55Z,3
Arrowlog Productions,iamkarenh I see those all the time,2019-05-05T13:43:35Z,1
Wendy F,Katherine Harrington yep - I have one of those sweatshirts and I’m decluttering it.,2019-03-27T16:29:16Z,0
Jessica X,"Katherine Harrington Katherine Harrington yea, the attitude i feel like teens like me feel about from gap as a brand also isn’t that good. Like once I wore a gap sweatshirt to school and my friend was like “why r u wearing a gap hoodie, are you a fourth grader or something” lmao",2019-03-27T01:47:05Z,1
Billionairess,Vintage Gap sweatshirts with the big letters actually sell really well on the the second hand market. For insane prices because people in their late teens and early 20s are buying it like crazy. Same with Tommy Hilfiger and Fila.,2019-03-26T03:30:14Z,6
Koolkid,"I work at Gap in the UK. Quality is meh and they price a dress for £69 when it actually costs £10 to produce. Also without ""discounts"", we would shut down the next day. We can't sell anything at full price because customers are at least smart enough not to pay at that price. 


Also, another reason that they are failing is that they don't really care about the Teen market so you are correct",2019-03-22T04:37:17Z,19
Ashley Hamilton,I’m gen z and I just think very preppy style,2019-03-20T18:58:37Z,5
Iquey,That makes me think of Calvin Klein sweaters that look the same. I can see only athleta doing well with teens and millennials.,2019-03-18T22:47:23Z,7
napperforlife,They do sell them,2019-03-17T22:27:17Z,14
thanosmaster-Abel,I’m Gen Z also and that’s not my view on gap,2019-03-15T18:29:18Z,5
Katherine Harrington,"@iamkarenh I'm not saying that that is what they still sell, but that that is a common perception of what they sell",2019-03-15T15:57:09Z,70
iamkarenh,They don't really sell those anymore. You can find them in Gaps in other countries though.,2019-03-15T15:55:08Z,8
Antonio,These videos like this need to be a playlist,2019-03-14T20:05:44Z,0
Raghavendra Vaspula,GAP is an underdog..,2019-03-14T20:04:10Z,1
Antonio,Video starts at 1:47,2019-03-14T20:00:33Z,1
Michael Badenhorst,I really enjoy these videos but why would you taint it with a clown like Jim Cramer🤦‍♂️?,2019-03-14T19:48:56Z,0
PB1 PB,cheap fast fashion is fast making the poorest countries of Asia & Africa the dump yard countries of the world.  wish technology could help people buy sensibly & responsibly!,2019-03-14T19:48:34Z,0
James Castleberry,Did anyone else see 2:08 mark 🍆😂,2019-03-14T19:47:18Z,24
Paul HT,In the 70s and 80s a lot of guys showed off their packages🍆 in jeans. Not as much anymore. 🤔,2019-03-22T16:53:37Z,0
John C,Quality content.,2019-03-15T18:00:38Z,0
Marcos Pino Verde,James Castleberry hahahaha,2019-03-15T04:30:12Z,1
Chérif,Didnt know Louis CK was an economist,2019-03-14T19:42:13Z,13
Mary Salmon,LOL i thought I was the only one that saw that resemblence,2019-03-16T17:30:24Z,0
Vikas Agarwal,GAP just came to our campus for placements.,2019-03-14T19:39:43Z,0
dee,who?,2019-03-14T19:32:55Z,0
QRS3C273,That guys package at 2:08 though 🍆,2019-03-14T19:23:29Z,64
Steve Miller,Yeah they should just label this video the Rise !!,2019-05-07T14:13:56Z,0
the guy in the helmet,Umm... doesn't do anything for the GAP,2019-04-23T19:29:05Z,0
Miyu Rockbridge,SO GLAD I wasn't the only one who noticed that. Haha,2019-03-21T13:40:02Z,7
Public Enema,I ss. I 👀,2019-03-15T20:51:20Z,0
Pierre Stephens,"3:30 - Reason why GAP stores are struggling is because they don't appeal to discount/budget shoppers or upscale shoppers. but rather the folks in between, which is a cardinal sin in the world of business in this day and age. Old Navy is doing fairly good because they sell clothes at an affordable price point for budget-conscious Americans. GAP is too expensive for middle American and they should close all their GAP stores and just focus on their most thriving and affordable subsidiary- Old Navy. Old Navy is their cash cow- a place where you can buy a fairly stylish wardrobe at a great pricepoint.",2019-03-14T19:18:50Z,136
Jamil Gotcher,Just hearing you talk like they may have to close Gap is literally going to make me go buy up all that I can. I love the quality of those long sleeve t-shirts. They never fade or lose their shape. I just wait for them to go on sale. Gap's t-shirt was so much better than the Lands End one I bought.,2020-12-16T05:39:14Z,0
comment,"@MsJubjubbird Hm, very interesting thought - I think the newest generation that is just turning adult really is less fashion conscious, or at least their ideas about it are simpler. In some ways they are more like their grandparents - like to celebrate in nice clothes, but other than that want to be comfortable and don't really care what they wear, because everyone is staring at their phones, not each other. They also don't care much for fancy cars or big houses or status symbols.",2019-10-13T02:38:30Z,6
Hizboo,Style n old Navy doesn't go together.,2019-04-21T19:52:10Z,2
Koolkid,"I work at Gap in the UK. Quality is meh and they price a dress for £69 when it actually costs £10 to produce. Also without ""discounts"", we would shut down the next day. We can't sell anything at full price because customers are at least smart enough not to pay at that price. Gap of course still makes it seem like it is a steal when it is not. The styles are also mundane/boring which appeal to their core customer: old people

Also, another reason that they are failing is that they don't care about the Teen market.",2019-03-22T04:42:38Z,6
SakuraLaedy,That's interesting. Funnily enough my issue with gap was that it looks too much like old Navy in design with a higher cost. I like the quality of gap and some of their clothing unique to it. But now it looks too much like old Navy,2019-03-20T17:48:06Z,3
MsJubjubbird,Discount stores used to have rubbish clothes that you wouldn't be seen dead in. Now their clothes are quite good. And celebrities are launching their brands into them. Plus these days fashion is more in your phone and your tablet than what you wear- which means less money for clothes unless you are a high end shopper who doesn't notice.,2019-03-18T08:22:05Z,4
Christopher Dang,"Yup. People are saying the middle class is dying, but so is the middle class economy as a result. Mid-tier brands are struggling whereas low-end and super high end brands are doing well. We've shifted towards a mentality of either ""dirt cheap/high value"" or ""luxury"", and forsaking what's in between. Part of that in the clothing industry is due to more lax dress codes, the rise of athleisure/comfort clothing and the ""show off"" generation which is boosting the luxury tiers.",2019-03-16T13:12:32Z,24
thanosmaster-Abel,"Gap is expensive lmao 75 for a button shirt with patterns on them, I mean even old navy can have the same
Shirts and sell for 25",2019-03-15T18:30:48Z,16
Rossi A,Khakis... they still wear khakis in Boston in the dead of the winter. In NYC you get smacked in the head for such a sloppy outfit and wrong colors in the winter. But in Boston they look at themselves like they got out of Elvis Presley’s Cadillac,2019-03-14T19:15:58Z,0
Youtuber,Most of GAP and Banana Republic is very decent quality for the price.,2019-03-14T19:07:02Z,1
Sumair Khan,LOL watching this video wearing a GAP t-shirt 😆,2019-03-14T18:58:35Z,3
Sumair Khan,Thot Slayer haha no bought it long time back! 😋,2019-03-15T12:04:45Z,0
7egendx,I used to love Banana Republic (it had its unique look) until they made it look like another GAP store! Shame!!!,2019-03-14T18:54:00Z,334
Ann Born,Same😞,2021-01-27T13:53:51Z,0
Jamil Gotcher,I remember when Banana Republic looked different. My ex husband bought me a really nice leather backpack there when the store looked different in the late 80's. It did have a lot of character back then. They need to get back to that.,2020-12-16T05:36:53Z,0
Juniper,Banana style is vintage style with a modern twist? Some Banana decor are pretty cool,2019-10-24T02:37:39Z,1
comment,Really?? I could never tell the difference. Just their store decor seemed more pretentious,2019-10-13T02:31:44Z,1
Jesus Moises Yañez,not to mention that their prices are ridiculously expensive,2019-03-18T09:09:16Z,19
A.Nicole,"Gap is old and tired just like henri bendle. Sick of seeing it. I wouldn’t be caught dead wearing something that said GAP on it, not even on the buttons. It needs to go away. No one will miss it.",2019-03-14T18:53:20Z,0
SpicyCitrus Kween,Alisa Nicole Says you.,2019-03-15T02:17:01Z,0
John Iii,I didn’t know GAP or Banana Republic were still open,2019-03-14T18:52:42Z,11
xevious2501,"I grew up on the Gap brand in the 80's early 90's when they were the It' brand.  Quality was a mainstay and directly reflected their cost.   But, like Apple they pushed for the upper-class - upper-crust niche and began charging far beyond the quality of their product.  Then they expanded themselves creating and or acquiring similar brands further raising the cost of basic clothing.  And to make matters worst they also took the 'image' approach to their product sizes and size demographics.  removing larger sizes from their product lines.   In a nutshell they began shunning the very people who made their brand a success, and priced themselves away from profit margins.   Old Navy was created to address the issue and it worked, but the gap and all its other brands remained the same. so in reality they didnt fix the problem at all.   Then the quality their product also took a nose dive,  as they expanded their places of manufacturing  to more and more low cost low wage high labor haven,  poor countries around the world, which was fine for old navy product being far cheaper, but terribly worst for their other brands.  why pay 4x as much for an item thats only slightly better in quality than Old navy,  and its created by the same locations.   The nail in the coffin was loosing sight of the buyer.  So many retailers have shifted their profit cost margins to items that shouldn't cost much at all.  T-shirts costing 6 times their normal worth. simply because teens and young adults now where more t-shirts.   the product didnt justify the cost.    And so.. more and more was poorly produced high cost products became their mainstay, driven by greed and not by the Gaps past philosophy of providing the highest quality product for a fare price.    Gap products stood above the rest in the 80's and 90's.   Today theirs little to distinguish their products from Target or even walmarts,  but their prices remain thru the roof.",2019-03-14T18:45:20Z,2
SpicyCitrus Kween,The GAP will always have a special place in my heart ❤️☺️.  I used to work for the retailer in the late 90s.  I still have what I call “my black peacoat w/the secret pockets” from 2006.  I have recently purchased some items online w/in the last year & had received discounts on my purchase items. 🙌🏾,2019-03-15T02:10:36Z,0
Iron man,"Right on...I used to like shop at GAP back around 2000-2001  because I liked some of their basic designs, but the price was always too high so I stopped shopping there simply because of cost. Old Navy had decent stuff for a much better price. T-shirts were $10, not $40.",2019-03-15T01:27:49Z,0
Brandon,Anyone else have a *really* hard time understanding that Jim Cramer guy,2019-03-14T18:44:27Z,1519
Armen Staubach,"you have to watch more Fox News, so you can understand him...",2021-06-09T21:00:54Z,0
Josuke Higashikata,I've been watching too much saw and read it as John Kramer lmao,2020-11-15T18:09:39Z,0
Marysia Frick,is he even speaking english ?!?!? lol,2020-05-26T00:07:36Z,0
Tengku Aliff,idk its like he needs to talk with full spit in his mouth,2020-01-02T15:23:06Z,0
Mr Funky,"true -dat there is no ""status"", connected to gap......unless you're trying to be an extra on F*R*I*E*N*D*S......oh yeah that's right they w/ canceled......",2019-12-04T06:21:35Z,0
zebredpooding,Brandon hes talking with hot mashed potatoes in his mouth,2019-11-19T18:28:28Z,0
No1Melody,Cool Breeze lol So did i!,2019-10-23T08:47:48Z,0
comment,"I don't know, i've never heard anyone else in NY speak the way he does.. It's very strange. He has some kind of impediment",2019-10-13T01:59:48Z,1
Rainclouds Radio,I think he just said “Uhmerica”,2019-09-26T09:28:50Z,0
Lal,och and his tie..,2019-09-01T16:22:35Z,0
habibbi alikafe,"@Flavio Muratore most companies do but yeah GAP is real bad for it. go around to your favorite companies and say you are representing a charity organization that fights child labor. Then ask the manager if he/she can guarantee that 100% of their products are made without child labor. some will tell you they cant, others will tell you to screw",2019-08-13T23:36:40Z,0
Toasty Volvo,"I just stopped the video to go check him out. It’s like he’s trying to talk to me, I know it!",2019-04-28T00:44:36Z,1
Ingrid Dubbel,No.,2019-04-02T22:04:06Z,0
Jennifer Webb,Him and doctor oz need permanent subtitles,2019-03-23T19:50:20Z,3
Chris,He mutters everything,2019-03-23T17:04:00Z,4
laura langham,it's really sad when you have to yell and have a moving camera to seem interesting !,2019-03-18T03:20:12Z,2
Aristaifly,Didn't get a word but I'm ESL..,2019-03-17T03:21:59Z,2
English English,Right??? I just posted a comment on that 😆,2019-03-16T11:08:44Z,0
peace,PaleBear messed up lmfao,2019-03-16T04:43:45Z,1
MsEriKaT,the trick is to not look at his face when he talks and to just listen instead,2019-03-15T22:26:13Z,8
Romain Abbas,Its like they played it in reverse to send some Illuminati message,2019-03-15T19:44:20Z,11
Steven Carreon,This lol. Didn't understand a thing he said. I thought he'a speaking a different language.,2019-03-15T18:47:11Z,32
Loganbay,"Who cares what he says, another talking head saying the obvious and paid for the rest",2019-03-15T18:22:29Z,7
Naveen Mallikarjuna,Benjamin Burkhardt He's from the Philadelphia suburbs.,2019-03-15T17:46:40Z,8
manictiger,@Flavio Muratore   Meanwhile at Apple overseas...,2019-03-15T15:08:57Z,6
Flavio Muratore,After the child labor accusations I decided to never buy GAP brands again.,2019-03-15T12:34:02Z,6
DylanRex,Yea it took me a few minutes to adapt my ears to the accent.,2019-03-15T03:23:30Z,21
Smiley,I think he's in a constant state of having a stroke.,2019-03-14T19:12:42Z,210
ChezJohnnys,"I feel like there is a trend that is starting to get more and more momentum for quality made garments. And I think if Gap sizes down to a smaller store count they can invest their money in their garments again. Allowing them to produce higher quality made basic goods. 
I loved the Gap when I was in High School and one of the reasons why I stopped going was their basics became more and more thin and cheaply made. But that’s what happens when you have a large company mass producing T-shirt’s. Hopefully they figure something out.",2019-03-14T18:28:50Z,9
Dope Music,Gap = hot trash,2019-03-14T18:24:27Z,0
RagingDragonBowl,It's around still?,2019-03-14T18:23:52Z,0
Abundant,Whey they say growth do they mean profit because it's not the same or is it?,2019-03-14T18:19:45Z,0
Ashwin Pathak,Yup.,2019-03-14T18:58:10Z,0
Abundant,@Ashwin Pathak well revenues would also be just as saying growth,2019-03-14T18:50:26Z,0
Ashwin Pathak,Sales (revenue).,2019-03-14T18:44:22Z,0
john son of Morris,Meh. Competition is a HUGE factor.,2019-03-14T18:17:04Z,0
Alisson Hernandez,DO PAYLESS SHOESOURCE,2019-03-14T18:16:49Z,14
Michael Cap,@Brendan E Payless is still in existence?,2019-10-14T05:24:32Z,0
Brendan E,"I think the Youtuber ""Company Man"" did a video on Payless.",2019-03-16T04:30:51Z,4
K. Chris Caldwell,"Summary: The Khazarian owned firm is to pawn off the crap part of the firm to we Americans' pension funds via the Khazarian controlled Ponzi Street, while keeping the gem of the firm for themselves. And the Khazarian, and Theranos pusher, Cramer loves it.

Not hate. Just unacceptable.

_""Ignorance is Strength."" I'm weak._",2019-03-14T18:11:47Z,0
dominick smith,"Gap has not been relevant since 2003, so I'm surprised to see that they lasted this long",2019-03-14T18:04:06Z,770
Lala,"They've been relying heavily on international sales, because there has been a growth of middle class in many Asian countries (especially China), and a lot of customers there aspire to buy from Western middle class brands.",2019-11-24T22:53:43Z,2
cgasucks,2003?  They haven't been relevant since 1993.,2019-08-16T01:56:56Z,1
nikita d,campkira they ARE fast fashion..,2019-08-09T23:52:01Z,0
campkira,They lost sale to fast fashion. it just make sense separated the brand.,2019-03-15T03:37:13Z,4
Pivotal Film TV Scenes,*1990,2019-03-14T22:11:19Z,7
Lord Answer,yikes,2019-03-14T17:58:36Z,0
Tyler K,Uh...it’s amazon.,2019-03-14T17:54:05Z,0
Cholent Entertainment,Go GAP,2019-03-14T17:54:04Z,1
sokra,Old navy has low prices but at the trade off of quality.,2019-03-14T17:52:49Z,167
Ashley S,"The quality has went down hill, along with Gap. Just a few years ago, I’d get decent quality jeans at ON, but my last few pairs have been stretching out in the crotch. It’s really weird and makes my jeans look saggy and lumpy. They only last for a few wears. Sizing also is inconsistent. I’m sometimes up to 2 sizes smaller in the jeans. Sometimes They fit perfect. As far as their basic tops go, I’m pretty happy with those.",2019-12-11T03:22:56Z,0
